ablum,ablummid,end,id,name,singer,songmid,start,url
No Money,001LyyOB1OsTm5,2016_35,105760310,No Money,Galantis,0003jHcf4JK34g,2016_30,https://y.qq.com/n/yqq/song/0003jHcf4JK34g.html
Wasted Time,000Hj3Mh00xia0,2016_35,105798693,Wasted Time,Keith Urban,0017y3jU18kpD8,2016_16,https://y.qq.com/n/yqq/song/0017y3jU18kpD8.html
Let It Go,004OnjWD3RTM9t,2016_34,101827962,Let It Go,James Bay,001Ud2bQ0u61uC,2016_1,https://y.qq.com/n/yqq/song/001Ud2bQ0u61uC.html
Purpose (Deluxe),004J17sv3iqNkK,2016_34,105088509,Sorry,Justin Bieber,002homRe0dmkTn,2015_48,https://y.qq.com/n/yqq/song/002homRe0dmkTn.html
Head Over Boots,004AjNrr22gtie,2016_34,105752938,Head Over Boots,Jon Pardi,001iJboS07hfzl,2016_17,https://y.qq.com/n/yqq/song/001iJboS07hfzl.html
Suicide Squad: The Album,0033xkGb0pw5gE,2016_34,107354560,Bohemian Rhapsody,Panic! At The Disco,000KQ2BZ2AsKXt,2016_34,https://y.qq.com/n/yqq/song/000KQ2BZ2AsKXt.html
All the Way Up,002u9WS006lKFd,2016_34,105870149,All the Way Up (Explicit),Fat Joe,001niRLa4OXvYE,2016_15,https://y.qq.com/n/yqq/song/001niRLa4OXvYE.html
Close,0036tY4x1AtjLs,2016_34,105789913,Close,Nick Jonas,000SuBR50T2NcC,2016_15,https://y.qq.com/n/yqq/song/000SuBR50T2NcC.html
Wake Up,003gYTDg460Wek,2016_34,105979527,Wake Up,Fetty Wap,003vdbbJ1guHTb,2016_19,https://y.qq.com/n/yqq/song/003vdbbJ1guHTb.html
Kill the Lights,001f2qev4T0qHL,2016_34,102915926,"Huntin', Fishin' and Lovin' Every Day",Luke Bryan,003F9f380dZcL9,2016_15,https://y.qq.com/n/yqq/song/003F9f380dZcL9.html
My House,000gFLs240RcrO,2016_33,102327194,My House,Flo Rida,003JxwmH0oHguN,2015_47,https://y.qq.com/n/yqq/song/003JxwmH0oHguN.html
Dangerous Woman (Deluxe),002L9uFy29vzJh,2016_33,105681542,Dangerous Woman,Ariana Grande,002sMmln3myjPh,2016_13,https://y.qq.com/n/yqq/song/002sMmln3myjPh.html
Lush Life,004JJMIf4PlCd1,2016_33,102682656,Lush Life,Zara Larsson,000Ys1uF3ECfB1,2016_30,https://y.qq.com/n/yqq/song/000Ys1uF3ECfB1.html
Major Key,000gpDBH0kqFhl,2016_33,107808858,Holy Key (Explicit),DJ Khaled,000tz7y70DZBWJ,2016_33,https://y.qq.com/n/yqq/song/000tz7y70DZBWJ.html
Brand New,004Y1vw60trvlu,2016_33,105638023,Brand New,Ben Rector,001nUraa3DhlNi,2016_29,https://y.qq.com/n/yqq/song/001nUraa3DhlNi.html
Famous,000ZCq080SLxfU,2016_33,105797453,Famous,Kanye West,003Z0JlC3c9Jwx,2016_16,https://y.qq.com/n/yqq/song/003Z0JlC3c9Jwx.html
Oh My My (Deluxe Version),001g5bm61jbDM3,2016_33,106346696,Wherever I Go,OneRepublic,0036I1jO0wVhlw,2016_22,https://y.qq.com/n/yqq/song/0036I1jO0wVhlw.html
Everybody Looking,001ATIDf0AL7gx,2016_32,107710020,Back On Road (Clean),Gucci Mane,0018kD4y04eHe1,2016_32,https://y.qq.com/n/yqq/song/0018kD4y04eHe1.html
Everybody Looking,001ATIDf0AL7gx,2016_32,107710022,P**** Print (Clean),Gucci Mane,002fE8Tm1xNOUk,2016_32,https://y.qq.com/n/yqq/song/002fE8Tm1xNOUk.html
Peace Is the Mission (Extended),002emvrD1HNNcV,2016_32,105055918,Light It Up (Remix),Major Lazer,001mVCqo1ocwaY,2016_17,https://y.qq.com/n/yqq/song/001mVCqo1ocwaY.html
Lost Boy,001IgJ3Z0CqzwE,2016_31,103656597,Lost Boy,Ruth B.,000gOt190LVaDK,2016_10,https://y.qq.com/n/yqq/song/000gOt190LVaDK.html
Never Forget You,004FrPVX1okYeE,2016_31,104138322,Never Forget You,Zara Larsson,000mM5bQ2jlVos,2016_9,https://y.qq.com/n/yqq/song/000mM5bQ2jlVos.html
Ghostbusters (Original Motion Picture Soundtrack),003gAkHN0hPbaC,2016_31,107451423,Girls Talk Boys,5 Seconds Of Summer,000pL1lb1bXFHm,2016_31,https://y.qq.com/n/yqq/song/000pL1lb1bXFHm.html
Body Say,002hbIyY08rju5,2016_31,107540110,Body Say,Demi Lovato,003MkqVi2B7obK,2016_31,https://y.qq.com/n/yqq/song/003MkqVi2B7obK.html
NO,000ewcAV2ehsoV,2016_31,105648948,NO,Meghan Trainor,000TP4rg2Sf9y4,2016_12,https://y.qq.com/n/yqq/song/000TP4rg2Sf9y4.html
M.I.L.F. $,004b35082ARhZZ,2016_31,107539797,M.I.L.F. $,Fergie,002Znr7i4OKUMh,2016_29,https://y.qq.com/n/yqq/song/002Znr7i4OKUMh.html
Night's On Fire,001NCmFQ0XfqQx,2016_31,105752941,Night's On Fire,David Nail,004AdYCU1h1b2D,2016_27,https://y.qq.com/n/yqq/song/004AdYCU1h1b2D.html
Ophelia,001yOAX13SPzIQ,2016_31,105578169,Ophelia,The Lumineers,0009cwLb4DH78q,2016_8,https://y.qq.com/n/yqq/song/0009cwLb4DH78q.html
Body,002c4HEI1GHb9a,2016_31,105543343,Body (Explicit),Dreezy,003o7pLp4HKDbu,2016_14,https://y.qq.com/n/yqq/song/003o7pLp4HKDbu.html
Cheap Thrills,004VxcJe2TxSfe,2016_30,105389011,Cheap Thrills,Sia,000Ye81T35vEQT,2016_9,https://y.qq.com/n/yqq/song/000Ye81T35vEQT.html
For Free,000VHrBt0tLPMu,2016_30,107188646,For Free (Explicit),DJ Khaled,000V5me73soWUu,2016_25,https://y.qq.com/n/yqq/song/000V5me73soWUu.html
Gold,003iYNWN3Rtrwt,2016_30,102990052,Gold,Kiiara,004O2QMG1vJXZr,2016_23,https://y.qq.com/n/yqq/song/004O2QMG1vJXZr.html
PILLOWTALK,003annxD4fX2tz,2016_30,105565266,PILLOWTALK,ZAYN,001LDflQ0jLsGY,2016_7,https://y.qq.com/n/yqq/song/001LDflQ0jLsGY.html
"Me, Myself & I",0011XISI1Sx6cH,2016_30,104782579,"Me, Myself & I",G-Eazy,002z1JSD0Bpli3,2015_46,https://y.qq.com/n/yqq/song/002z1JSD0Bpli3.html
Tangled Up,003ZSeOP2W7uUV,2016_30,104301170,T-Shirt,Thomas Rhett,004RvabP3VRwiY,2016_11,https://y.qq.com/n/yqq/song/004RvabP3VRwiY.html
Love Make the World Go Round,002Mfsz015h6LU,2016_30,107614211,Love Make the World Go Round,Jennifer Lopez,001H5Z0W0pIwd9,2016_30,https://y.qq.com/n/yqq/song/001H5Z0W0pIwd9.html
Noise,002pj6NQ0rBxu9,2016_30,105777588,Noise,Kenny Chesney,0033wtKc27tQ5u,2016_15,https://y.qq.com/n/yqq/song/0033wtKc27tQ5u.html
Came Here To Forget,001aKBUv4QbY6O,2016_30,105681433,Came Here To Forget,Blake Shelton,004FcjTa0xXeYg,2016_12,https://y.qq.com/n/yqq/song/004FcjTa0xXeYg.html
California,004S9o0K1CBdV2,2016_30,106130056,Bored To Death,Blink-182,000ssexY0zORJ0,2016_29,https://y.qq.com/n/yqq/song/000ssexY0zORJ0.html
La Bicicleta,003twYM64RRmsz,2016_30,106864887,La Bicicleta,Carlos Vives,001GNrGa1Ju6hK,2016_30,https://y.qq.com/n/yqq/song/001GNrGa1Ju6hK.html
The Truth,004IPSc20cZy7D,2016_29,102695324,I Took a Pill in Ibiza,Mike Posner,001pPdO31CjoOi,2016_5,https://y.qq.com/n/yqq/song/001pPdO31CjoOi.html
Cut It,0011c47j25Av8s,2016_29,104390632,Cut It (Explicit),O.T. Genasis,001IwtDj33ZPCv,2016_10,https://y.qq.com/n/yqq/song/001IwtDj33ZPCv.html
Oui,003koanM1brwK0,2016_29,104903683,Oui,Jeremih,0015Fszs0HWl2g,2016_3,https://y.qq.com/n/yqq/song/0015Fszs0HWl2g.html
Know-It-All (Deluxe),002bluFh2m5aEM,2016_29,105682030,Wild Things,Alessia Cara,0012QVmO1bpani,2016_17,https://y.qq.com/n/yqq/song/0012QVmO1bpani.html
Immortalized (Deluxe Version),003H9YqJ0KnDys,2016_29,102970944,The Sound Of Silence,Disturbed,003A4h5R1pWLjb,2016_10,https://y.qq.com/n/yqq/song/003A4h5R1pWLjb.html
Messin' Around,001nwJtX0dozGM,2016_29,105885162,Messin' Around,Pitbull,000EDWSZ2ggOgw,2016_17,https://y.qq.com/n/yqq/song/000EDWSZ2ggOgw.html
Views,000Tos353Iqs6f,2016_29,106148092,Still Here (Explicit),Drake,002Q3QQe2glb3p,2016_20,https://y.qq.com/n/yqq/song/002Q3QQe2glb3p.html
Views,000Tos353Iqs6f,2016_29,106148087,Hype (Explicit),Drake,002FwlzY39Lrer,2016_20,https://y.qq.com/n/yqq/song/002FwlzY39Lrer.html
Flexicution,000s2cMy0Fl5LI,2016_29,107344398,Flexicution,Logic,000uBWF40sE2XE,2016_29,https://y.qq.com/n/yqq/song/000uBWF40sE2XE.html
Islah,002taouR4Tyfbg,2016_28,105462137,Really Really,Kevin Gates,003ElSJQ2KkMGV,2016_1,https://y.qq.com/n/yqq/song/003ElSJQ2KkMGV.html
